'ZONA DE CAMINADORAS'   ,                                                 ,                  ,                    ,                    ,              ,
'N°'                    ,'DESCRIPCIÓN'                                    ,'MARCA'           ,'MODELO'            ,'N° SERIE'          ,'PERIODO'     ,'ACTIVO FIJO'
14                      ,'65 CM ELITE XERCISE'                            ,'SPRI'            ,'SXBE65R'           ,                    ,2019          ,
15                      ,'65 CM ELITE XERCISE'                            ,'SPRI'            ,'SXBE65R'           ,                    ,2019          ,
16                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
17                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
18                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
19                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
20                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
21                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
22                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
23                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
24                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
25                      ,'BAND PEGS (PAR)'                                ,'HAMMER STRENGHT' ,'AT-BP'             ,                    ,2019          ,
26                      ,'CUERDA 40´POWER TRAINING'                       ,'POWER SYSTEMS'   ,'13640-40'          ,                    ,2019          ,
27                      ,'CUERDA 40´POWER TRAINING'                       ,'POWER SYSTEMS'   ,'13640-40'          ,                    ,2019          ,
28                      ,'BOSU'                                           ,'BOSU'            ,'PRO'               ,                    ,2019          ,
29                      ,'BOSU'                                           ,'BOSU'            ,'PRO'               ,                    ,2019          ,
30                      ,'BOSU'                                           ,'BOSU'            ,'PRO'               ,                    ,2019          ,
31                      ,'BOSU'                                           ,'BOSU'            ,'PRO'               ,                    ,2019          ,
32                      ,'BOSU'                                           ,'BOSU'            ,'PRO'               ,                    ,2019          ,
33                      ,'BOSU'                                           ,'BOSU'            ,'PRO'               ,                    ,2019          ,
34                      ,'DYNAMAX MEDICINE BALL 10 LB'                    ,'DYNAMAX'         ,'DYN-EM10'          ,                    ,2019          ,
35                      ,'DYNAMAX MEDICINE BALL 10 LB'                    ,'DYNAMAX'         ,'DYN-EM10'          ,                    ,2019          ,
36                      ,'DYNAMAX MEDICINE BALL 14 LB'                    ,'DYNAMAX'         ,'DYN-EM14'          ,                    ,2019          ,
37                      ,'DYNAMAX MEDICINE BALL 14 LB'                    ,'DYNAMAX'         ,'DYN-EM14'          ,                    ,2019          ,
38                      ,'DYNAMAX MEDICINE BALL 20 LB '                   ,'DYNAMAX'         ,'DYN-EM20'          ,                    ,2019          ,
39                      ,'DYNAMAX MEDICINE BALL 20 LB '                   ,'DYNAMAX'         ,'DYN-EM20'          ,                    ,2019          ,
40                      ,'DIP HANDLE'                                     ,'HAMMER STRENGHT' ,'AT-DIP'            ,                    ,2019          ,
41                      ,'DIP HANDLE'                                     ,'HAMMER STRENGHT' ,'AT-DIP'            ,                    ,2019          ,
42                      ,'DIP HANDLE'                                     ,'HAMMER STRENGHT' ,'AT-DIP'            ,                    ,2019          ,
43                      ,'DIP HANDLE'                                     ,'HAMMER STRENGHT' ,'AT-DIP'            ,                    ,2019          ,
44                      ,'LEATHER ANKLE STRAP'                            ,'TROY'            ,'ALAS'              ,                    ,2019          ,
45                      ,'LEATHER ANKLE STRAP'                            ,'TROY'            ,'ALAS'              ,                    ,2019          ,
46                      ,'LEATHER ANKLE STRAP'                            ,'TROY'            ,'ALAS'              ,                    ,2019          ,
47                      ,'LEATHER ANKLE STRAP'                            ,'TROY'            ,'ALAS'              ,                    ,2019          ,
48                      ,'LEATHER ANKLE STRAP'                            ,'TROY'            ,'ALAS'              ,                    ,2019          ,
49                      ,'LEATHER ANKLE STRAP'                            ,                  ,                    ,                    ,              ,
50                      ,'LEATHER ANKLE STRAP'                            ,                  ,                    ,                    ,              ,
51                      ,'LEATHER DIP BELT'                               ,'TROY'            ,'ALDB'              ,                    ,2019          ,
52                      ,'LEATHER DIP BELT'                               ,'TROY'            ,'ALDB'              ,                    ,2019          ,
53                      ,'SUPER BAND PURPLE 2 1/2 INCH'                   ,'SPRI'            ,'SSB-4'             ,                    ,2019          ,
54                      ,'SUPER BAND PURPLE 2 1/2 INCH'                   ,'SPRI'            ,'SSB-4'             ,                    ,2019          ,
55                      ,'SUPER BAND PURPLE 2 1/2 INCH'                   ,'SPRI'            ,'SSB-4'             ,                    ,2019          ,
56                      ,'SUPER BAND PURPLE 2 1/2 INCH'                   ,'SPRI'            ,'SSB-4'             ,                    ,2019          ,
57                      ,'SUPER BAND PURPLE 2 1/2 INCH'                   ,'SPRI'            ,'SSB-4'             ,                    ,2019          ,
58                      ,'SUPER BAND PURPLE 2 1/2 INCH'                   ,'SPRI'            ,'SSB-4'             ,                    ,2019          ,
59                      ,'SUPER BAND BLUE 1 3/4 INCH'                     ,'SPRI'            ,'SSB-3'             ,                    ,2019          ,
60                      ,'SUPER BAND BLUE 1 3/4 INCH'                     ,'SPRI'            ,'SSB-3'             ,                    ,2019          ,
61                      ,'SUPER BAND BLUE 1 3/4 INCH'                     ,'SPRI'            ,'SSB-3'             ,                    ,2019          ,
62                      ,'SUPER BAND BLUE 1 3/4 INCH'                     ,'SPRI'            ,'SSB-3'             ,                    ,2019          ,
63                      ,'SUPER BAND BLUE 1 3/4 INCH'                     ,'SPRI'            ,'SSB-3'             ,                    ,2019          ,
64                      ,'SUPER BAND BLUE 1 3/4 INCH'                     ,'SPRI'            ,'SSB-3'             ,                    ,2019          ,
65                      ,'SUPER BAND RED 1 INCH'                          ,'SPRI'            ,'SSB-2'             ,                    ,2019          ,
66                      ,'SUPER BAND RED 1 INCH'                          ,'SPRI'            ,'SSB-2'             ,                    ,2019          ,
67                      ,'SUPER BAND RED 1 INCH'                          ,'SPRI'            ,'SSB-2'             ,                    ,2019          ,
68                      ,'SUPER BAND RED 1 INCH'                          ,'SPRI'            ,'SSB-2'             ,                    ,2019          ,
69                      ,'SUPER BAND RED 1 INCH'                          ,'SPRI'            ,'SSB-2'             ,                    ,2019          ,
70                      ,'SUPER BAND RED 1 INCH'                          ,'SPRI'            ,'SSB-2'             ,                    ,2019          ,
71                      ,'12KG  KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2459'     ,                    ,2019          ,
72                      ,'12KG  KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2459'     ,                    ,2019          ,
73                      ,'12KG  KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2459'     ,                    ,2019          ,
74                      ,'12KG  KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2459'     ,                    ,2019          ,
75                      ,'16 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2461'     ,                    ,2019          ,
76                      ,'16 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2461'     ,                    ,2019          ,
77                      ,'16 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2461'     ,                    ,2019          ,
78                      ,'16 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2461'     ,                    ,2019          ,
79                      ,'24 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2465'     ,                    ,2019          ,
80                      ,'24 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2465'     ,                    ,2019          ,
81                      ,'24 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2465'     ,                    ,2019          ,
82                      ,'24 KG KETTLEBALL RUBBER'                        ,'ZIBA'            ,'ZVO-KVRB-2465'     ,                    ,2019          ,
83                      ,'COMMERCIAL GRADE BAR PAD '                      ,'TROY'            ,'TBPAD'             ,                    ,2019          ,
84                      ,'COMMERCIAL GRADE BAR PAD '                      ,'TROY'            ,'TBPAD'             ,                    ,2019          ,
85                      ,'COMMERCIAL GRADE BAR PAD '                      ,'TROY'            ,'TBPAD'             ,                    ,2019          ,
86                      ,'COMMERCIAL GRADE BAR PAD '                      ,'TROY'            ,'TBPAD'             ,                    ,2019          ,
87                      ,'LIFELINE POWER '                                ,'POWER SYSTEMS'   ,'POS-67150'         ,                    ,2019          ,
88                      ,'LIFELINE POWER '                                ,'POWER SYSTEMS'   ,'POS-67150'         ,                    ,2019          ,
89                      ,'LIFELINE POWER '                                ,'POWER SYSTEMS'   ,'POS-67150'         ,                    ,2019          ,
90                      ,'15 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'07-70755'          ,                    ,2019          ,
91                      ,'15 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'07-70755'          ,                    ,2019          ,
92                      ,'15 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'07-70755'          ,                    ,2019          ,
93                      ,'20 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'05-60572'          ,                    ,2019          ,
94                      ,'20 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'05-60572'          ,                    ,2019          ,
95                      ,'20 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'05-60572'          ,                    ,2019          ,
96                      ,'30 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'05-60573'          ,                    ,2019          ,
97                      ,'30 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'05-60573'          ,                    ,2019          ,
98                      ,'30 LB DEAD WEIGHT SLAM BALL'                    ,'SPRI'            ,'05-60573'          ,                    ,2019          ,
99                      ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP'       ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
100                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP'       ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
101                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
102                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
103                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
104                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
105                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
106                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
107                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
108                     ,'2 INCH EZ-ON SPRING COLLAR W/RUBBER GRIP (PAR)' ,'TROY'            ,'TOZC-1-2G'         ,                    ,2019          ,
109                     ,'6 FT OLYMPIC BAR'                               ,'TROY'            ,'OB-72'             ,                    ,2019          ,
110                     ,'6 FT OLYMPIC BAR'                               ,'TROY'            ,'OB-72'             ,                    ,2019          ,
111                     ,'OLYMPIC HEX BAR'                                ,'TROY'            ,'AOT6-56'           ,                    ,2019          ,
112                     ,'OLYMPIC HEX BAR'                                ,'TROY'            ,'AOT6-56'           ,                    ,2019          ,
113                     ,'OLYMPIC HEX BAR'                                ,'TROY'            ,'AOT6-56'           ,                    ,2019          ,
114                     ,'OLYMPIC HEX BAR'                                ,'TROY'            ,'AOT6-56'           ,                    ,2019          ,
115                     ,'TRX PRO4'                                       ,'TRX'             ,'PRO4'              ,'GZ6Q120S04209'     ,2019          ,
116                     ,'TRX PRO4'                                       ,'TRX'             ,'PRO4'              ,'GZ6Q120S04154'     ,2019          ,
117                     ,'TRX PRO4'                                       ,'TRX'             ,'PRO4'              ,'GZ6Q120S04208'     ,2019          ,
118                     ,'TRX PRO4'                                       ,'TRX'             ,'PRO4'              ,'GZ6Q120S04212'     ,2019          ,
119                     ,'TRICEPS PRESS DOWN V'                           ,'TROY'            ,'GTVB-SR'           ,                    ,2019          ,
120                     ,'TRICEPS PRESS DOWN V'                           ,'TROY'            ,'GTVB-SR'           ,                    ,2019          ,
121                     ,'TRICEPS PRESS DOWN V'                           ,'TROY'            ,'GTVB-SR'           ,                    ,2019          ,
122                     ,'TRICEPS PRESS DOWN V'                           ,'TROY'            ,'GTVB-SR'           ,                    ,2019          ,
123                     ,'TRICEP ROPE'                                    ,'TROY'            ,'ATR-36'            ,                    ,2019          ,
124                     ,'TRICEP ROPE'                                    ,'TROY'            ,'ATR-36'            ,                    ,2019          ,
125                     ,'TRICEP ROPE'                                    ,'TROY'            ,'ATR-36'            ,                    ,2019          ,
126                     ,'SINGLE TRICEP ROPE'                             ,'POWER SYSTEMS'   ,50735               ,                    ,2019          ,
127                     ,'SINGLE TRICEP ROPE'                             ,'POWER SYSTEMS'   ,50735               ,                    ,2019          ,
128                     ,'SINGLE TRICEP ROPE'                             ,'POWER SYSTEMS'   ,50735               ,                    ,2019          ,
129                     ,'SINGLE TRICEP ROPE'                             ,'POWER SYSTEMS'   ,50735               ,                    ,2019          ,
130                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
131                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
132                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
133                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
134                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
135                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
136                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
137                     ,'ROGUE BUMPER PLATES 10 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
138                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
139                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
140                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
141                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
142                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
143                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
144                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
145                     ,'ROGUE BUMPER PLATES 25 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
146                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
147                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
148                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
149                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
150                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
151                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
152                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
153                     ,'ROGUE BUMPER PLATES 35 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
154                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
155                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
156                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
157                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
158                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
159                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
160                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
161                     ,'ROGUE BUMPER PLATES 45 LB (PAR)'                ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
162                     ,'7 FT OLYMPIC BAR H'                             ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
163                     ,'7 FT OLYMPIC BAR H'                             ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
164                     ,'7 FT OLYMPIC BAR H'                             ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
165                     ,'7 FT OLYMPIC BAR H'                             ,'ROGUE'           ,'HI-TEMPO'          ,                    ,2019          ,
166                     ,'TAPETE DE YOGA NEGRO'                           ,'PER4M'           ,'AZ97506'           ,                    ,'OT 2019'     ,
167                     ,'TAPETE DE YOGA NEGRO'                           ,'PER4M'           ,'AZ97506'           ,                    ,'OT 2019'     ,
168                     ,'TAPETE DE YOGA NARANJA '                        ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
169                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
170                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
171                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
172                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
173                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
174                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
175                     ,'TAPETE DE YOGA NARANJA'                         ,'AMAZING FITNESS' ,'AFTAP10MM'         ,                    ,'OT 2019'     ,
176                     ,'BARRA DE PESO INTEGRADO 20 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
177                     ,'BARRA DE PESO INTEGRADO 30 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
178                     ,'BARRA DE PESO INTEGRADO 40 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
179                     ,'BARRA DE PESO INTEGRADO 50 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
180                     ,'BARRA DE PESO INTEGRADO 60 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
181                     ,'BARRA DE PESO INTEGRADO 70 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
182                     ,'BARRA DE PESO INTEGRADO 80 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
183                     ,'BARRA DE PESO INTEGRADO 90 LB'                  ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
184                     ,'BARRA DE PESO INTEGRADO 100 LB'                 ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
185                     ,'BARRA DE PESO INTEGRADO 110 LB'                 ,'TROY'            ,2019                ,                    ,'OT 2019'     ,
186                     ,'JUEGO DE BANCOS PLIOMETRICOS'                   ,                  ,                    ,                    ,              ,
187                     ,'JUEGO DE BANCOS PLIOMETRICOS'                   ,                  ,                    ,                    ,              ,
                        ,                                                 ,                  ,                    ,                    ,              ,
                        ,                                                 ,                  ,                    ,                    ,              ,
'TECNOLOGÍA '           ,                                                 ,                  ,                    ,                    ,              ,
'N°'                    ,'DESCRIPCIÓN'                                    ,'MARCA'           ,'MODELO'            ,'N° SERIE'          ,'PERIODO'     ,'ACTIVO FIJO'
1                       ,'TELEFÓNO IP '                                   ,'AVAYA'           ,'1603SW-1'          ,'18WZ140001X3'      ,'VERANO 2019' ,
2                       ,'TELEFÓNO IP '                                   ,'AVAYA'           ,'1603SW-1'          ,'17WZ5130009Y'      ,'VERANO 2019' ,
3                       ,'ADAPTADOR DE CORRIENTE 5V '                     ,'AVAYA'           ,'PSAC12R-050'       ,'18KU33510563'      ,'VERANO 2019' ,
4                       ,'ADAPTADOR DE CORRIENTE 5V '                     ,'AVAYA'           ,'PSAC12R-050'       ,'18KU33510575'      ,'VERANO 2019' ,
8                       ,'DISPENSADOR DE SANITIZANTE'                     ,'PURELL'          ,'LTX-12'            ,                    ,'OT 2019'     ,
9                       ,'DISPENSADOR DE SANITIZANTE'                     ,'PURELL'          ,'LTX-12'            ,                    ,'OT 2019'     ,
10                      ,'DISPENSADOR DE SANITIZANTE'                     ,'PURELL'          ,'LTX-12'            ,                    ,'OT 2019'     ,
11                      ,'DISPENSADOR DE SANITIZANTE'                     ,'PURELL'          ,'LTX-12'            ,                    ,'OT 2019'     ,
12                      ,'DISPENSADOR DE SANITIZANTE'                     ,'PURELL'          ,'LTX-12'            ,                    ,'OT 2019'     ,
                        ,'BALONERA '                                      ,'MIKASA'          ,                    ,                    ,              ,
